Date,Asset_Clusters
2023-07-13,"{'BTC': 2, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 1, 'IWM': 2, 'Kakao': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 1, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-07-14,"{'BTC': 3, 'COFFEE': 4, 'Hyundai': 1, 'IWM': 3, 'Kakao': 2, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 3, 'Naver': 2, 'NYSE': 3, 'QQQ': 3, 'SKHynix': 2, 'VIX': 1, 'XLE': 3, 'XLF': 3, 'XLI': 3, 'XLK': 3, 'XLP': 3, 'XLRE': 3, 'XLU': 3, 'XLV': 3, 'XLY': 3}"
2023-07-17,"{'BTC': 1, 'COFFEE': 3, 'Copper': 2, 'COTTON': 3, 'Hyundai': 4, 'IWM': 1, 'Kakao': 4, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 4, 'USDCNY': 5, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-18,"{'BTC': 2, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 1, 'IWM': 2, 'Kakao': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 1, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-07-19,"{'BTC': 2, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 1, 'IWM': 2, 'Kakao': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 1, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-07-20,"{'BTC': 1, 'COFFEE': 4, 'Copper': 3, 'COTTON': 4, 'Hyundai': 2, 'IWM': 1, 'Kakao': 2, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-21,"{'BTC': 2, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 1, 'IWM': 2, 'Kakao': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 1, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-07-24,"{'BTC': 1, 'COFFEE': 3, 'IWM': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-25,"{'BTC': 1, 'COFFEE': 4, 'Hyundai': 2, 'IWM': 1, 'Kakao': 3, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-26,"{'BTC': 1, 'COFFEE': 4, 'Hyundai': 2, 'IWM': 1, 'Kakao': 3, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-27,"{'BTC': 1, 'COFFEE': 4, 'Hyundai': 2, 'IWM': 1, 'Kakao': 3, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-28,"{'BTC': 1, 'COFFEE': 3, 'IWM': 1, 'Kakao': 2, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-07-31,"{'BTC': 1, 'COCOA': 3, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 2, 'IWM': 1, 'Kakao': 2, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-01,"{'BTC': 1, 'COCOA': 2, 'COFFEE': 3, 'Copper': 2, 'FTSE100': 1, 'Hyundai': 5, 'IWM': 1, 'Kakao': 5, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 5, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 5, 'US5Y': 4, 'USDCNY': 4, 'VIX': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-02,"{'BTC': 2, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 1, 'IWM': 2, 'Kakao': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 1, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-08-03,"{'BTC': 1, 'COFFEE': 4, 'Copper': 2, 'Hyundai': 3, 'IWM': 1, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'USDCNY': 5, 'VIX': 3, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-04,"{'BTC': 2, 'COCOA': 3, 'COFFEE': 3, 'Copper': 1, 'Gold': 1, 'Hyundai': 4, 'IWM': 2, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 4, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 4, 'USDCNY': 5, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-08-07,"{'BTC': 1, 'COFFEE': 4, 'Copper': 2, 'Hyundai': 3, 'IWM': 1, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'USDCNY': 5, 'VIX': 3, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-08,"{'BTC': 1, 'COFFEE': 4, 'Copper': 2, 'Hyundai': 3, 'IWM': 1, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 3, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'USDCNY': 5, 'VIX': 3, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-09,"{'BTC': 1, 'COFFEE': 2, 'Hyundai': 4, 'IWM': 1, 'MSCI_World': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 5, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 5, 'USDCNY': 3, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-10,"{'BTC': 1, 'COFFEE': 2, 'IWM': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 3, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-11,"{'BTC': 1, 'COFFEE': 4, 'IWM': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'USDCNY': 2, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-14,"{'BTC': 1, 'COFFEE': 3, 'IWM': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'USDCNY': 2, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-15,"{'BTC': 1, 'COFFEE': 4, 'IWM': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 3, 'USDCNY': 2, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-16,"{'BTC': 1, 'COCOA': 3, 'COFFEE': 3, 'Copper': 2, 'Gold': 2, 'Hyundai': 4, 'IWM': 1, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 4, 'USDCNY': 5, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-17,"{'BTC': 1, 'COFFEE': 2, 'IWM': 1, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 3, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-18,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 2, 'Corn': 6, 'DAX': 2, 'EURUSD': 5, 'FTSE100': 2, 'Gold': 2, 'Hyundai': 5, 'IWM': 1, 'JPY_KRW': 3, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NaturalGas': 1, 'Naver': 5, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 5, 'SUGAR': 6, 'USDCNY': 3, 'VIX': 6, 'XLE': 2, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-21,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 2, 'Corn': 5, 'DAX': 2, 'EURUSD': 6, 'FTSE100': 2, 'GBPUSD': 6, 'Gold': 2, 'Hyundai': 6, 'IWM': 1, 'JPY_KRW': 3, 'LGChem': 6, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NaturalGas': 1, 'Naver': 6, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 6, 'SUGAR': 5, 'Swedish.Consumer.Products.and.Services.GI': 2, 'USDCNY': 3, 'VIX': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-22,"{'BTC': 1, 'COCOA': 2, 'COFFEE': 3, 'Copper': 2, 'Hyundai': 4, 'IWM': 1, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 4, 'USDCNY': 5, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-23,"{'BTC': 1, 'COCOA': 2, 'COFFEE': 3, 'Copper': 2, 'Hyundai': 4, 'IWM': 1, 'MSCI_World': 2, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 4, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 4, 'USDCNY': 5, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-24,"{'BTC': 2, 'COCOA': 3, 'COFFEE': 3, 'Copper': 1, 'Gold': 1, 'Hyundai': 4, 'IWM': 2, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 4, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 4, 'USDCNY': 5, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-08-25,"{'BTC': 2, 'COCOA': 4, 'COFFEE': 4, 'Copper': 1, 'Gold': 1, 'Hyundai': 3, 'IWM': 2, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 3, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 3, 'USDCNY': 5, 'VIX': 3, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-08-28,"{'BTC': 2, 'COCOA': 5, 'COFFEE': 5, 'Copper': 1, 'Gold': 1, 'Hyundai': 3, 'IWM': 2, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 4, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 4, 'USDCNY': 6, 'VIX': 3, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-08-29,"{'BTC': 2, 'COCOA': 5, 'COFFEE': 5, 'Copper': 1, 'Gold': 1, 'Hyundai': 3, 'IWM': 2, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 4, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 4, 'USDCNY': 6, 'VIX': 3, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-08-30,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 3, 'FTSE100': 1, 'Gold': 3, 'Hyundai': 2, 'IWM': 1, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 5, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-08-31,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 3, 'FTSE100': 1, 'Gold': 3, 'Hyundai': 2, 'IWM': 1, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NaturalGas': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 5, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-01,"{'BTC': 2, 'COCOA': 4, 'COFFEE': 4, 'Copper': 1, 'FTSE100': 2, 'Gold': 1, 'Hyundai': 3, 'IWM': 2, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 3, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 3, 'USDCNY': 5, 'VIX': 3, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-05,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 3, 'FTSE100': 1, 'Gold': 3, 'Hyundai': 2, 'IWM': 1, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NaturalGas': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 5, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-06,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 3, 'FTSE100': 1, 'Gold': 3, 'Hyundai': 2, 'IWM': 1, 'LGChem': 2, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NaturalGas': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 5, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-07,"{'BTC': 2, 'COCOA': 4, 'COFFEE': 4, 'Copper': 1, 'Gold': 1, 'Hyundai': 3, 'IWM': 2, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'Naver': 3, 'NYSE': 2, 'QQQ': 2, 'SKHynix': 3, 'USDCNY': 5, 'VIX': 3, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-08,"{'BTC': 2, 'COCOA': 4, 'COFFEE': 4, 'Copper': 3, 'FTSE100': 2, 'Gold': 3, 'Hyundai': 1, 'IWM': 2, 'LGChem': 1, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'Shanghai': 1, 'SKHynix': 1, 'USDCNY': 5, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-11,"{'BTC': 1, 'COCOA': 3, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 2, 'IWM': 1, 'LGChem': 2, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 5, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-12,"{'BTC': 2, 'COCOA': 4, 'COFFEE': 4, 'Copper': 3, 'FTSE100': 2, 'Gold': 3, 'Hyundai': 1, 'IWM': 2, 'LGChem': 1, 'MSCI_World': 4, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 1, 'NYSE': 2, 'QQQ': 2, 'Shanghai': 1, 'SKHynix': 1, 'USDCNY': 5, 'VIX': 1, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-13,"{'BTC': 1, 'COCOA': 3, 'COFFEE': 4, 'Copper': 3, 'Hyundai': 2, 'IWM': 1, 'LGChem': 4, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 5, 'VIX': 2, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-14,"{'BTC': 2, 'COCOA': 4, 'COFFEE': 4, 'Copper': 1, 'Corn': 7, 'FTSE': 6, 'FTSE100': 2, 'Gold': 1, 'Hyundai': 6, 'IWM': 2, 'Kakao': 5, 'LGChem': 6, 'MSCI_World': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 5, 'NYSE': 2, 'Platinum': 1, 'QQQ': 2, 'Shanghai': 6, 'SKHynix': 5, 'US3M': 3, 'USDCNY': 3, 'VIX': 7, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-15,"{'BTC': 2, 'COCOA': 7, 'COFFEE': 7, 'Copper': 1, 'Corn': 5, 'FTSE': 4, 'Gold': 1, 'Hyundai': 4, 'IWM': 2, 'LGChem': 4, 'MSCI_World': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 6, 'NYSE': 2, 'Platinum': 1, 'QQQ': 2, 'Shanghai': 4, 'SKHynix': 6, 'US3M': 3, 'USDCNY': 3, 'VIX': 5, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-18,"{'BTC': 2, 'COCOA': 7, 'COFFEE': 7, 'Copper': 1, 'Corn': 4, 'FTSE': 5, 'Gold': 1, 'Hyundai': 5, 'IWM': 2, 'LGChem': 5, 'MSCI_World': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 6, 'NYSE': 2, 'Platinum': 1, 'QQQ': 2, 'Shanghai': 5, 'SKHynix': 6, 'US3M': 3, 'USDCNY': 3, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-19,"{'BTC': 2, 'COCOA': 7, 'COFFEE': 7, 'Copper': 1, 'Corn': 4, 'FTSE': 5, 'Gold': 1, 'Hyundai': 5, 'IWM': 2, 'LGChem': 5, 'MSCI_World': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 6, 'NYSE': 2, 'QQQ': 2, 'Shanghai': 5, 'SKHynix': 6, 'US3M': 3, 'USDCNY': 3, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-20,"{'BTC': 2, 'COCOA': 6, 'COFFEE': 6, 'Copper': 1, 'Corn': 4, 'Gold': 1, 'Hyundai': 4, 'IWM': 2, 'LGChem': 4, 'MSCI_World': 5, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 2, 'NaturalGas': 2, 'Naver': 5, 'NYSE': 2, 'QQQ': 2, 'Shanghai': 4, 'SKHynix': 5, 'US3M': 3, 'USDCNY': 3, 'VIX': 4, 'XLE': 2, 'XLF': 2, 'XLI': 2, 'XLK': 2, 'XLP': 2, 'XLRE': 2, 'XLU': 2, 'XLV': 2, 'XLY': 2}"
2023-09-21,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 4, 'Copper': 2, 'Corn': 5, 'Gold': 2, 'Hyundai': 5, 'IWM': 1, 'LGChem': 5, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'NaturalGas': 1, 'Naver': 3, 'NYSE': 1, 'QQQ': 1, 'Shanghai': 5, 'SKHynix': 3, 'USDCNY': 6, 'VIX': 5, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-22,"{'BTC': 1, 'COCOA': 3, 'COFFEE': 5, 'Copper': 3, 'Corn': 4, 'Hyundai': 4, 'IWM': 1, 'LGChem': 4, 'MSCI_World': 3, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 2, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 2, 'USDCNY': 6, 'VIX': 4, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
2023-09-25,"{'BTC': 1, 'COCOA': 4, 'COFFEE': 2, 'Copper': 4, 'Hyundai': 5, 'IWM': 1, 'LGChem': 5, 'MSCI_World': 6, 'Nasdaq.US.Benchmark.Consumer.Digital.Services': 1, 'Naver': 6, 'NYSE': 1, 'QQQ': 1, 'SKHynix': 6, 'USDCNY': 3, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLRE': 1, 'XLU': 1, 'XLV': 1, 'XLY': 1}"
